,Area,Perimeter,MajorAxisLength,MinorAxisLength,ConvexArea,EquivDiameter,roundness,ShapeFactor1,
[,35247,682.573,234.9905396,191.2353297,35605,211.8439856,0.950678806,0.006666966,]
[,35254,687.045,225.0636401,199.6920336,35676,211.8650205,0.938529434,0.00638406,]
[,35259,677.828,234.8896338,191.2971925,35577,211.8800441,0.964363679,0.006661835,]
[,35272,682.696,232.1302308,193.5975477,35619,211.9191007,0.951010328,0.006581147,]
[,35272,682.862,230.0811517,195.4208887,35637,211.9191007,0.950548013,0.006523054,]
[,35277,676.858,238.5525485,188.7741821,35527,211.9341205,0.967623431,0.006762269,]
[,35283,681.373,223.9750122,200.8365205,35589,211.9521428,0.955004742,0.006347958,]
[,35287,677.949,223.6208869,201.0973362,35627,211.9641569,0.964785022,0.006337203,]
[,35288,676.973,232.6213057,193.387722,35608,211.9671603,0.967596331,0.00659208,]
[,35300,685.599,238.2169831,188.8076239,35640,212.0031979,0.943722302,0.006748356,]
[,35302,679.016,235.9340907,190.7405476,35644,212.0092036,0.962164123,0.006683307,]
[,35304,686.408,234.6158228,192.04541,35737,212.0152091,0.941605758,0.006645588,]
[,35313,691.229,233.1566948,193.1171461,35743,212.0422317,0.928753744,0.006602574,]
[,35316,682.911,237.7766302,189.2416271,35637,212.0512385,0.951597201,0.00673283,]
[,35321,682.903,232.9444526,193.4111007,35670,212.066249,0.951754225,0.00659507,]
[,35330,682.682,234.6395107,192.0162337,35655,212.0932651,0.952613205,0.006641367,]
[,35337,677.215,228.9829683,196.6330141,35671,212.1142753,0.968247541,0.006479978,]
[,35338,680.836,227.4674838,198.0449215,35669,212.1172766,0.958002864,0.006436909,]
[,35339,677.909,228.8711515,196.9580537,35667,212.1202778,0.966320784,0.006476447,]
[,35344,694.82,234.3666269,192.35218,35807,212.1352834,0.919985412,0.006631016,]
[,35352,684.112,231.5229542,194.6544229,35760,212.1592901,0.949225585,0.006549077,]
[,35354,687.741,235.0153084,191.8282547,35726,212.1652914,0.939287602,0.006647488,]
[,35354,681.226,237.2896852,189.8898462,35666,212.1652914,0.957339529,0.00671182,]
[,35364,683.341,222.2949087,202.8807894,35761,212.1952951,0.951691714,0.00628591,]
[,35376,681.424,236.606393,190.5127968,35693,212.231294,0.95737865,0.006688331,]
[,35377,687.757,237.8744339,189.4917581,35712,212.2342936,0.939854937,0.006723985,]
[,35384,679.656,235.7576962,191.3265181,35698,212.2552898,0.962583648,0.006662833,]
[,35402,681.514,231.0084894,195.3459322,35696,212.3092706,0.957829256,0.006525295,]
[,35403,678.413,233.9865511,192.879318,35713,212.3122691,0.966632975,0.006609229,]
[,35408,684.211,241.922654,186.6907132,35765,212.3272611,0.950454118,0.006832429,]
[,35410,704.701,228.5505682,197.4338111,35997,212.3332576,0.896037148,0.006454407,]
[,35412,675.129,228.0033684,197.9427918,35693,212.3392539,0.976307876,0.006438591,]
[,35414,680.978,237.1379832,190.3678563,35729,212.3452501,0.959662852,0.006696165,]
[,35432,681.365,233.7422319,193.2188091,35757,212.399208,0.959060245,0.006596925,]
[,35437,685.657,228.037132,198.2331243,35804,212.4141938,0.947224635,0.006435001,]
[,35438,678.412,233.1800328,193.710573,35726,212.4171909,0.967591457,0.006579943,]
[,35438,677.413,234.4297046,192.6140462,35725,212.4171909,0.97044743,0.006615207,]
[,35442,698.883,236.8674902,191.003258,36046,212.4291787,0.911841034,0.006683243,]
[,35442,681.165,228.7551275,197.5865551,35791,212.4291787,0.959894351,0.006454352,]
[,35450,680.993,235.7961595,191.5857195,35744,212.4531522,0.960596075,0.006651514,]
[,35454,677.189,235.5324639,191.8532649,35744,212.4651379,0.971527984,0.006643326,]
[,35467,683.515,226.947476,199.2610778,35845,212.5040869,0.953977692,0.006398835,]
[,35473,687.235,241.0501435,187.6446637,35874,212.5220609,0.943837534,0.006795313,]
[,35481,679.09,237.9018822,190.0844881,35754,212.5460239,0.966832064,0.00670505,]
[,35499,688.485,228.5197507,197.9982626,35887,212.5999309,0.941102697,0.006437357,]
[,35507,682.142,239.2324137,189.1161631,35835,212.6238851,0.958902087,0.006737613,]
[,35510,676.975,227.1516125,199.3230352,35799,212.6328672,0.973677814,0.006396835,]
[,35511,702,224.1421069,204.1513255,36641,212.6358612,0.905521032,0.006311906,]
[,35517,678.829,232.996395,194.232582,35881,212.6538241,0.968557402,0.006560137,]
[,35532,676.181,231.1069967,195.8801972,35820,212.6987247,0.976570477,0.006504193,]
[,35534,684.316,231.1054635,196.0370157,35921,212.7047108,0.953543639,0.006503784,]
[,35539,690.791,247.0624813,184.0422124,35853,212.7196751,0.935883361,0.006951869,]
[,35544,683.35,232.2347035,195.0293809,35949,212.7346384,0.956510555,0.006533724,]
[,35555,697.407,238.2386137,190.2546224,36021,212.7675539,0.918624328,0.006700566,]
[,35565,682.802,227.2957017,199.3839165,35922,212.7974727,0.958612545,0.006390994,]
[,35589,687.923,235.063906,192.994447,35977,212.8692607,0.945030857,0.00660496,]
[,35598,694.499,245.397668,185.3486365,36045,212.896175,0.927453647,0.00689358,]
[,35602,688.378,240.6556265,188.5903078,35941,212.9081358,0.944126734,0.00675961,]
[,35605,694.737,245.5544517,184.7444941,35968,212.9171059,0.927000559,0.006896628,]
[,35608,689.304,240.389455,188.8797386,35997,212.9260757,0.941750475,0.006750996,]
[,35609,686.971,230.1693895,197.1409408,36002,212.9290655,0.948184461,0.006463798,]
[,35610,678.391,234.4285953,193.8260159,35888,212.9320553,0.972347904,0.006583224,]
[,35615,692.536,233.0035907,195.2246498,36004,212.9470037,0.933164276,0.006542288,]
[,35634,685.864,235.1230447,193.2178621,36006,213.0037979,0.951915555,0.006598278,]
[,35647,683.548,233.6041328,194.4070019,35993,213.0426484,0.958726687,0.006553262,]
[,35647,679.754,236.1571148,192.3417705,35927,213.0426484,0.969458687,0.00662488,]
[,35652,680.437,227.476882,199.8096977,36002,213.057589,0.96764915,0.00638048,]
[,35672,690.775,241.4564778,188.2509018,36078,213.117341,0.939429298,0.006768796,]
[,35677,689.725,235.9739477,192.7272628,36120,213.1322764,0.942423825,0.006614176,]
[,35680,686.068,230.9097907,197.0362234,35991,213.1412371,0.952577641,0.006471687,]
[,35683,699.955,237.1640772,192.1409058,36188,213.1501975,0.915231552,0.006646416,]
[,35684,678.241,237.692503,191.4124113,35953,213.1531842,0.97479954,0.006661039,]
[,35690,699.055,235.795252,192.902193,36122,213.1711035,0.917769708,0.00660676,]
[,35690,691.225,238.3892909,190.7619789,36059,213.1711035,0.938679942,0.006679442,]
[,35693,680.082,229.6226847,198.0893949,35997,213.1800626,0.969773596,0.006433269,]
[,35699,694.117,236.6649656,192.4798218,36104,213.1979796,0.93110906,0.006629456,]
[,35702,689.386,233.5272374,194.8038188,36067,213.2069376,0.944011947,0.006541013,]
[,35703,684.558,235.5078025,193.0748494,36029,213.2099235,0.957401434,0.006596303,]
[,35703,677.734,230.1138772,197.7162664,35987,213.2099235,0.976778354,0.006445225,]
[,35704,683.565,241.104352,188.6546976,35994,213.2129093,0.960211941,0.006752867,]
[,35720,685.105,236.703013,192.3416647,36074,213.2606774,0.956328371,0.006626624,]
[,35720,685.93,240.8120223,189.0891572,36024,213.2606774,0.954029313,0.006741658,]
[,35725,684.673,235.1553949,193.9051263,36053,213.2756028,0.957669592,0.006582376,]
[,35730,698.169,242.2163347,187.9909129,36142,213.2905271,0.921131761,0.006779075,]
[,35734,700.162,249.4697994,182.9150412,36085,213.3024657,0.915997786,0.006981301,]
[,35735,684.121,235.4891195,193.432329,36043,213.3054503,0.959484154,0.006589873,]
[,35736,684.029,235.6615733,193.3776575,36088,213.3084348,0.959769124,0.006594515,]
[,35738,684.449,237.8500276,191.8892822,36051,213.3144038,0.958645244,0.006655382,]
[,41487,815.9,299.046841,177.0814896,42483,229.8323062,0.783155548,0.007208206,]
[,41488,759.552,283.1427772,186.9854891,42005,229.8350762,0.903685555,0.006824691,]
[,42012,809.77,266.7003964,202.3810876,43087,231.2819486,0.80511859,0.006348196,]
[,43122,838.186,296.4045889,185.6575998,44074,234.3173823,0.77130821,0.006873628,]
[,43145,799.426,273.4029446,201.2668862,43812,234.379863,0.848367064,0.00633684,]
[,44027,813.833,293.3718283,192.1111738,44639,236.7634208,0.835330551,0.006663453,]
[,44924,817.215,282.1488206,203.1618504,45772,239.1631521,0.845309254,0.006280581,]
[,45012,854.166,299.2873979,192.127518,45841,239.3972815,0.775271133,0.006649058,]
[,45564,802.744,296.0736966,196.3402805,46120,240.8607204,0.888541202,0.006497974,]
[,45653,841.132,303.4694909,191.9320765,46601,241.0958418,0.810869331,0.006647307,]
[,46278,846.308,300.6302146,196.4784442,47102,242.7405604,0.81194676,0.00649618,]
[,46529,815.026,289.608245,205.3813982,47156,243.3979515,0.880218833,0.006224253,]
[,46774,833.722,305.7038868,196.1460607,47446,244.0379201,0.845613391,0.006535765,]
[,47003,821.301,300.1907651,200.1112844,47681,244.6345812,0.875650377,0.00638663,]
[,47143,858.562,296.8462778,203.0587116,47996,244.9986364,0.803681099,0.00629672,]
[,47149,857.69,300.2878932,200.3199142,48091,245.0142267,0.805418604,0.006368913,]
[,47668,846.128,300.1071521,202.8811611,48450,246.3590522,0.836690159,0.006295778,]
[,47794,833.459,279.6545564,217.918565,48528,246.6844357,0.864599066,0.005851248,]
[,47883,873.536,327.9986493,186.5201272,48753,246.9140116,0.788550662,0.006850002,]
[,47940,854.752,284.1537887,215.1572513,48828,247.0609313,0.824570213,0.00592728,]
[,47981,809.088,291.6539681,210.0431569,48451,247.1665564,0.9210594,0.00607853,]
[,48160,829.234,304.5282824,202.7155129,48950,247.6271723,0.880120509,0.006323262,]
[,48165,824.701,310.0210088,198.2599821,48758,247.6400264,0.889914711,0.006436645,]
[,48439,810.37,297.981992,207.3178381,48883,248.343412,0.926911612,0.006151696,]
[,48638,874.666,303.607016,204.6563236,49543,248.8530188,0.798915933,0.006242177,]
[,48638,874.041,301.9839706,205.4110154,49596,248.8530188,0.800058902,0.006208807,]
[,48831,871.27,318.9514291,195.5799615,49662,249.3462657,0.808350965,0.006531741,]
[,48868,885.296,313.6299142,198.9725576,49648,249.4407145,0.78353324,0.0064179,]
[,48915,894.486,310.0875693,201.7558508,50027,249.5606386,0.768253994,0.006339315,]
[,49166,856.332,293.7755666,214.1688826,50168,250.2001108,0.84253974,0.005975177,]
[,49309,867.448,304.0723235,206.8129106,50235,250.5637019,0.823472611,0.00616667,]
[,49317,886.931,310.5630747,202.4588914,50400,250.5840271,0.787819715,0.006297282,]
[,49755,868.813,332.0911112,191.9920823,50783,251.6943256,0.828312039,0.006674527,]
[,49777,861.277,300.7570338,211.6168613,50590,251.7499649,0.843243269,0.006042088,]
[,49967,878.754,313.3752665,203.3398832,50787,252.2299751,0.813127239,0.006271645,]
[,49975,873.529,313.9996922,203.9382858,50699,252.250166,0.823015495,0.006283135,]
[,49991,911.824,329.2584334,193.819678,51285,252.290543,0.755578602,0.006586354,]
[,50035,846.474,279.4366973,228.683881,50802,252.4015464,0.877518987,0.005584825,]
[,50166,893.846,313.0215817,204.6558146,51209,252.7317451,0.789030763,0.006239716,]
[,50167,873.825,309.8928256,206.7723679,50937,252.7342641,0.82561783,0.006177225,]
[,50486,982.666,325.5099201,198.5238286,51525,253.5365292,0.657005443,0.006447528,]
[,50575,858.52,314.32679,205.4662817,51389,253.7599062,0.862273267,0.006215063,]
[,50683,905.491,314.9375832,205.4562108,51613,254.0307065,0.776790492,0.00621387,]
[,50712,877.164,316.2129384,204.4654138,51454,254.1033723,0.828245346,0.006235466,]
[,50798,900.901,308.3940575,210.467044,52164,254.3187417,0.786506543,0.006070988,]
[,50948,884.692,313.5564944,208.1921879,52063,254.6939503,0.817999059,0.006154442,]
[,50978,881.559,323.1062346,201.1006885,51805,254.7689257,0.824308712,0.00633815,]
[,51015,859.253,327.8575096,198.507869,51718,254.861365,0.868291682,0.006426688,]
[,51107,886.653,317.3603439,206.2492209,51979,255.0910689,0.816926298,0.006209724,]
[,51332,889.637,330.8228042,198.618899,52283,255.651975,0.815027712,0.006444767,]
[,51512,887.745,276.6573221,237.6136081,52436,256.0998154,0.821375617,0.005370735,]
[,51576,861.13,310.8525301,211.4262215,52274,256.2588589,0.874017407,0.006027077,]
[,51674,910.012,318.8858574,206.9663203,52718,256.5022032,0.784129344,0.006171108,]
[,51693,834.877,304.3503037,216.7960052,52208,256.5493555,0.931958572,0.00588765,]
[,51695,880.771,306.3289695,216.056113,52714,256.5543184,0.837398908,0.005925698,]
[,51734,878.392,319.9387591,206.311128,52632,256.6510756,0.842576184,0.006184304,]
[,51782,858.661,311.3287503,212.4263601,52581,256.7701114,0.882561968,0.006012297,]
[,51906,896.485,327.3825036,202.8131801,52774,257.0773654,0.811598754,0.006307219,]
[,51932,897.618,313.7611961,211.334637,52906,257.1417431,0.809956708,0.00604177,]
[,52104,906.358,316.9151109,209.6040912,53108,257.5672208,0.797042325,0.006082357,]
[,52184,888.581,332.9882035,200.1934012,53114,257.7648781,0.830525907,0.00638104,]
[,52187,975.927,311.1939098,215.7707987,53664,257.7722873,0.688553245,0.005963054,]
[,52341,904.349,289.7805138,230.4202782,53407,258.1523407,0.804229046,0.005536396,]
[,52545,911.562,315.9159221,212.1152663,53754,258.6549282,0.794637096,0.006012293,]
[,52596,887.942,312.6866807,214.5149593,53574,258.7804225,0.838288258,0.005945066,]
[,52655,915.993,310.9966465,216.5300928,53696,258.9255264,0.788615251,0.005906308,]
[,52808,928.664,332.5824783,202.7321462,54100,259.3014344,0.769471189,0.006297956,]
[,52836,932.617,321.6612199,209.4603282,53871,259.370169,0.763366576,0.006087918,]
[,52839,883.529,323.1037414,209.2399353,53489,259.3775324,0.850595021,0.006114872,]
[,52855,898.174,322.0487976,210.3559782,53855,259.4168,0.823331977,0.006093062,]
[,52894,918.483,331.6248277,203.507299,53879,259.51249,0.787905315,0.006269611,]
[,53202,897.65,301.8954431,224.7506292,54102,260.2669596,0.829705086,0.005674513,]
[,53249,919.923,325.3866286,208.9174205,54195,260.3818974,0.790712066,0.006110662,]
[,53363,904.64,327.0878319,208.0485855,54318,260.6604723,0.819404845,0.006129487,]
[,53364,919.64,314.3128688,216.9357311,54228,260.6629146,0.792907515,0.00588998,]
[,53368,951.913,321.0170573,212.3244295,54618,260.6726837,0.740110006,0.00601516,]
[,53524,919.534,324.5638455,210.5158395,54727,261.0533918,0.795468235,0.006063894,]
[,53525,959.13,319.9928691,213.4049615,54660,261.0558305,0.731158595,0.005978381,]
[,53552,937.555,336.4962468,203.6038358,54684,261.1216653,0.765582593,0.006283542,]
[,53755,929.598,325.297157,210.939448,54945,261.6161152,0.781696863,0.006051477,]
[,53874,913.878,326.2558272,210.6497576,54878,261.9055311,0.810611276,0.006055905,]
[,54113,872.821,327.6299219,210.7828409,54651,262.485831,0.892608673,0.006054551,]
[,54187,931.202,353.7848501,195.5619723,55164,262.6652455,0.785266682,0.006528962,]
[,54230,940.76,337.9805201,204.9073227,55277,262.7694436,0.770001873,0.006232353,]
[,54358,923.33,326.4177656,214.2647816,55744,263.0793705,0.80123413,0.006004963,]
[,54424,899.296,324.8266146,213.682777,55211,263.2390339,0.845658461,0.005968444,]
[,54440,1027.543,334.1376839,209.8596803,55695,263.2777256,0.647929824,0.006137724,]
[,54522,897.406,340.0239169,204.4497627,55225,263.4759315,0.850753422,0.006236453,]
[,54543,974.042,335.9046656,207.4933402,55730,263.5266675,0.72242625,0.006158529,]
[,54614,925.529,339.9522929,205.3706038,55585,263.6981314,0.801186804,0.006224636,]
[,54631,893.756,303.9114567,229.3542891,55557,263.7391696,0.859431116,0.005562985,]
[,54677,911.022,308.8539034,226.3985709,55858,263.8501821,0.827859835,0.005648699,]
[,54692,881.807,330.7268466,211.9992114,55278,263.8863717,0.88386632,0.006047079,]
[,55059,944.732,344.3276911,204.9475016,55970,264.7702704,0.775212793,0.006253795,]
[,55100,948.328,300.645957,235.3802983,56772,264.8688334,0.769917721,0.005456369,]
[,55327,885.816,325.3403835,217.2530013,55918,265.4138736,0.8860535,0.005880319,]
[,55377,921.337,322.9626948,219.5998638,56515,265.5337761,0.819789335,0.005832073,]
[,55387,883.864,328.4568228,215.2324142,55945,265.5577501,0.890936632,0.005930215,]
[,55429,911.762,327.8248583,215.9097795,56253,265.6584174,0.837884066,0.00591432,]
[,55434,925.422,330.5917574,213.7725739,56460,265.670399,0.813404259,0.0059637,]
[,55596,947.733,314.7614494,225.636432,56806,266.0583126,0.777824116,0.005661584,]
[,55607,898.497,311.4197591,228.7198652,56424,266.084632,0.865577715,0.00560037,]
[,55619,932.404,311.9240325,228.3157107,56806,266.113341,0.803942123,0.005608228,]
[,55643,949.05,347.702205,205.5808526,56777,266.1707497,0.776322573,0.006248804,]
[,55660,936.905,325.913361,217.9664207,56773,266.2114067,0.796823168,0.005855432,]
[,55676,934.071,333.10278,215.6228608,57508,266.2496665,0.801896121,0.005982879,]
[,55699,948.396,317.4639035,223.7711015,56924,266.3046552,0.778176004,0.005699634,]
[,55721,916.614,342.8912926,207.1948899,56533,266.3572426,0.833404409,0.006153717,]
[,55773,968.988,347.9202426,204.4911912,57047,266.4814987,0.746443726,0.006238148,]
[,55796,900.322,330.2017687,215.5174973,56573,266.5364396,0.865002185,0.005918019,]
[,55805,934.264,333.9240433,213.1978428,56596,266.5579352,0.803422051,0.005983766,]
[,55912,901.128,348.3959104,204.7541728,56502,266.8133607,0.865250627,0.006231147,]
[,56155,934.742,344.514406,208.1900925,57050,267.3925329,0.80763435,0.006135062,]
[,56235,1023.117,321.7252343,223.7695959,57765,267.5829326,0.675096664,0.005721085,]
[,56247,944.16,325.14083,221.0555229,57246,267.6114808,0.792899298,0.00578059,]
[,56248,925.453,330.3764438,218.0510188,57157,267.6138597,0.825293099,0.005873568,]
[,56277,944.618,335.3126339,213.9215297,57408,267.6828382,0.792553099,0.005958254,]
[,56322,911.589,326.8366101,219.9702012,57129,267.7898386,0.851706144,0.005803001,]
[,56385,908.18,319.6881974,224.8440507,57282,267.9395673,0.859072034,0.005669738,]
[,56430,946.46,330.9432846,217.743578,57314,268.0464652,0.791617499,0.005864669,]
[,56506,911.91,311.9078336,231.3239233,57392,268.2269071,0.85388714,0.005519906,]
[,56521,936.644,346.8323709,208.2229249,57353,268.2625063,0.809600169,0.006136345,]
[,56545,975.553,339.5660561,212.5891557,57685,268.3194552,0.746624668,0.006005236,]
[,56546,951.015,315.4936373,229.1241617,57830,268.3218278,0.785664299,0.005579416,]
[,56567,915.89,326.4419563,220.9832273,57388,268.3716478,0.847395935,0.00577089,]
[,56644,961.412,343.1227678,210.5020018,57622,268.5542418,0.770095705,0.006057531,]
[,56724,929.168,347.0655985,209.2032796,57657,268.7438184,0.825635244,0.006118497,]
[,56778,908.906,315.9444788,229.5528208,57545,268.8717071,0.863678311,0.005564558,]
[,56823,948.496,313.2609837,231.2833806,57838,268.9782345,0.793712126,0.005512926,]
[,56857,952.885,328.1323757,221.256783,57866,269.058694,0.786887822,0.005771187,]
[,56893,938.275,339.6134553,214.159517,58014,269.1438601,0.812097941,0.005969336,]
[,56928,935.66,324.0394421,224.1507189,57936,269.2266346,0.817146008,0.005692093,]
[,56970,998.315,322.6941698,225.9358759,58070,269.3259305,0.718324849,0.005664282,]
[,56988,902.722,345.5850376,211.0016028,57852,269.3684747,0.878790243,0.006064172,]
